13171,4617
3615,6021
11401,800
4151,2586
15800,16248
1029,4013
4144,9998
15070,6306
9205,6486
12626,14215
1640,4173
1913,12787
12750,5378
1515,1346
8282,6055
3787,5735
2968,10166
6900,695
9430,621
3907,5270
4023,9053
11846,32
2387,2904
2852,579
10639,2585
14059,13897
11556,3028
4679,8376
3851,14995
4885,9216
2780,2813
15921,16332
7587,12280
1607,7130
2781,1532
5626,7042
5025,6486
3879,8786
12236,6024
11203,6178
13289,16276
14541,10916
9360,3351
10795,1166
11843,12164
13929,9996
2043,13131
6079,10556
5018,2770
6465,6128
3072,13466
5022,1694
765,3871
2767,10138
8834,5474
1666,647
14603,9187
10346,867
2256,5254
2328,13911
5940,11857
15555,6866
10002,5251
3575,5261
13726,10403
13523,14091
10783,1091
6091,14722
8478,7976
3411,7874
2629,11576
6509,9944
14200,8528
3385,1856
6267,1651
9825,9666
15434,11061
9563,13714
4046,16159
12499,8216
5911,13155
7577,3754
3126,11176
1275,6785
7311,358
6959,13594
10565,8145
4049,6264
1589,10091
15387,6586
1927,15315
7477,3652
16320,9012
14613,6809
4070,1869
15659,6795
12785,4012
512,15501
15524,8963
11177,13129
10962,5788
9466,7215
9958,5678
14160,1153
7308,13956
5199,5310
14225,16261
868,2925
8328,12670
6345,10638
9053,9489
14635,1551
12864,12188
5502,9881
3892,15309
9978,3438
10796,10741
1304,6308
14284,9814
12166,11015
6414,6084
852,5679
8543,10488
636,5731
9007,7078
14836,11155
10734,6682
2084,12856
7251,6414
93,3232
3707,5428
12843,14157
13197,1029
1220,4380
10098,14831
15,6502
9149,2149
9510,7284
3756,10308
859,13406
3197,6421
1404,11678
3293,14083
4093,13718
6052,12376
12816,15218
10476,606
7348,3541
2876,3820
9088,15661
4741,4326
11497,6977
4117,368
790,11657
5394,1132
3289,10827
13308,6743
13347,13087
12450,15519
2204,5723
12414,16271
15368,13671
7391,522
14972,8005
14866,3570
9028,8484
4695,15195
16189,5086
2103,9196
8668,3912
11584,8880
8201,292
265,14161
4923,15082
196,6602
15130,10735
10450,14481
15268,2537
2298,4734
2885,1482
1903,13333
6838,4107
6657,13643
2130,969
14939,2639
15715,14436
280,2367
2611,12525
1265,10878
6021,14154
11341,2822
4758,5456
11612,4088
13399,12282
303,9461
9169,1290
7571,1848
12134,10205
4811,8393
13436,11184
3282,14535
15932,1769
5521,15299
13347,12486
14526,6486
10661,3429
2689,134
14367,10219
3816,13041
1500,3075
8851,596
9852,4631
11129,1937
9467,5384
6342,5090
2832,12251
2897,12078
15724,4440
360,3017
1183,6957
6597,13200
10838,9119
2097,4650
4695,10036
14988,2630
7350,15270
4363,1895
15676,3514
5099,6803
2820,10274
9497,2247
11290,13547
11287,5926
6780,14341
5289,12308
8044,16288
743,2200
7543,3767
2503,10852
14150,153
15673,1286
614,15440
11675,10839
12783,3640
8997,10525
1721,13394
6207,14175
2996,7615
8806,8738
9826,15200
13806,12135
3394,7143
10643,2107
10068,2374
9193,13880
8080,13272
402,9995
270,7953
9081,15912
14330,5120
193,15659
4400,12032
16357,11037
7518,202
13691,5575
9344,11198
12595,9808
13730,1083
12988,11023
14631,6800
11871,14371
5173,9843
13439,8766
1166,9124
6813,9439
14413,5174
10439,15531
11121,14936
14849,11765
12732,6616
14362,3492
15939,7737
13450,12545
15181,13359
6014,2378
1046,3993
10629,12714
14747,14852
3943,5621
2889,6954
6002,10571
10059,13442
11860,14526
13709,9551
6024,8315
15165,3816
10909,418
7860,13766
11921,11163
6211,12889
7193,8870
6643,14700
10792,9986
10368,12570
6711,13087
5648,1327
14685,5679
8297,16271
15864,10150
5397,8470
13745,15095
2540,3706
12148,1056
9296,8354
12572,11613
3499,13697
11474,14018
3941,13849
7665,4428
11103,13619
5616,4680
11961,1076
6556,15210
312,12710
12786,5265
15438,5242
9447,12744
3997,7191
11861,9948
15764,1775
4514,4401
15250,2708
13225,12144
14551,2258
8172,10
7835,6353
6156,8834
3547,12358
12820,13980
16275,16360
12183,4357
5956,9984
3288,836
6564,16185
1116,13624
14036,9216
13598,3067
7298,3568
10905,5940
11059,4238
8094,14914
9484,3090
3872,6630
16298,7756
6779,6850
7461,12281
11659,1097
8094,6035
820,9343
13255,10721
12741,2115
5158,11493
1900,2930
7250,3060
177,11245
7573,10700
5809,7598
2004,670
7882,9009
